target_chembl_id,smiles,original_smiles,pchembl_value,assay_chembl_id,assay_description,activity_id,assay_type,standard_type,confidence_score,standard_relation,target_organism,molecule_chembl_id,document_chembl_id,assay_tissue,assay_cell_type,relationship_description,variant_sequence,indication_class,max_phase,oral,prodrug,withdrawn_flag,might_rancemic,pchembl_value_mean,pchembl_value_std,pchembl_value_median,pchembl_value_mad,pchembl_value_counts,QSPRID,pchembl_value_median_original,Split_IsTrain
CHEMBL226,Nc1ncc(-c2ccncc2)c(-c2ccccc2)n1,Nc1ncc(-c2ccncc2)c(-c2ccccc2)n1,7.769999980926514,CHEMBL3878177,Displacement of [3H]DPCPX from recombinant human adenosine A1 receptor expressed in CHO cell membranes after 1 hr by beta scintillation counting method,16849892,B,Ki,9,=,Homo sapiens,CHEMBL3318881,CHEMBL3877273,,CHO,Direct protein target assigned,,,,False,-1,False,False,,,7.769999980926514,,,ADORA1_Ki_2990,7.769999980926514,False
CHEMBL226,CNc1nc(-c2ccccc2)c(C#N)c(-c2cccnc2)n1,CNc1nc(-c2ccccc2)c(C#N)c(-c2cccnc2)n1,7.710000038146973,CHEMBL5044912,Displacement of [3H]DPCPX from human A1AR expressed in CHO cell membrane incubated for 60 mins by microbeta trilux scintillation counter analysis,24405699,B,Ki,9,=,Homo sapiens,CHEMBL5087020,CHEMBL5042528,,CHO,Direct protein target assigned,,,,False,-1,False,False,,,7.710000038146973,,,ADORA1_Ki_3722,7.710000038146973,False
CHEMBL226,CC1CCCC(C)N1Cc1cc2c(N)nc(-c3ccc(C(F)F)o3)nc2s1,C[C@@H]1CCC[C@H](C)N1Cc1cc2c(N)nc(-c3ccc(C(F)F)o3)nc2s1,6.139999866485596,CHEMBL3223904,Antagonist activity at human adenosine A1 receptor expressed in CHO-K1 cells preincubated for 15 mins before r-PIA addition measured after 5.5 to 6 hrs by beta-galactosidase reporter gene assay,14552602,B,Ki,9,=,Homo sapiens,CHEMBL3222076,CHEMBL3217453,,CHO-K1,Direct protein target assigned,,,,False,-1,False,False,,,6.139999866485596,,,ADORA1_Ki_2512,6.139999866485596,False
CHEMBL226,COc1ccc(NC(=O)Nc2nc3nn(CC=C(C)C)cc3c3nc(-c4ccco4)nn23)cc1,COc1ccc(NC(=O)Nc2nc3nn(CC=C(C)C)cc3c3nc(-c4ccco4)nn23)cc1,6.519999980926514,CHEMBL643044,Displacement of [3H]DPCPX from human adenosine A1 receptor expressed in CHO cells; range 254-356,1001120,B,Ki,9,=,Homo sapiens,CHEMBL142926,CHEMBL1133118,,CHO,Direct protein target assigned,,,,False,-1,False,False,,,6.519999980926514,,,ADORA1_Ki_0291,6.519999980926514,False
CHEMBL226,CCCCn1c(=O)c2nc(C34CC5CC(CC3C5)C4)[nH]c2n(CCCC)c1=O,CCCCn1c(=O)c2nc(C34CC5CC(CC3C5)C4)[nH]c2n(CCCC)c1=O,9.149999618530273,CHEMBL4259136,Binding affinity to human adenosine A1 receptor by radioligand displacement assay,18725592,B,Ki,9,=,Homo sapiens,CHEMBL320872,CHEMBL4257504,,,Direct protein target assigned,,,,False,-1,False,False,,,9.149999618530273,,,ADORA1_Ki_3258,9.149999618530273,False
CHEMBL226,CC(C)(C)c1cc(CCNc2ncnc3c2ncn3C2OC(CO)C(O)C2O)cc(C(C)(C)C)c1O,CC(C)(C)c1cc(CCNc2ncnc3c2ncn3[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc(C(C)(C)C)c1O,6.820000171661377,CHEMBL1117280,Displacement of [125I]ABA from human recombinant adenosine A1 receptor by rapid filtration technique,3299191,B,Ki,9,=,Homo sapiens,CHEMBL3856142,CHEMBL1158581,,,Direct protein target assigned,,,,False,-1,False,False,,,6.820000171661377,,,ADORA1_Ki_1896,6.820000171661377,False
CHEMBL226,CCCn1cc2c(nc(NC(=O)Nc3cccc(Cl)c3)n3nc(-c4ccco4)nc23)n1,CCCn1cc2c(nc(NC(=O)Nc3cccc(Cl)c3)n3nc(-c4ccco4)nc23)n1,7.519999980926514,CHEMBL644311,Displacement of [3H]DPCPX from human Adenosine A1 receptor expressed in CHO cells,868601,B,Ki,9,=,Homo sapiens,CHEMBL138332,CHEMBL1132457,,CHO,Direct protein target assigned,,,,False,-1,False,False,,,7.519999980926514,,,ADORA1_Ki_0134,7.519999980926514,False
CHEMBL226,Cn1c(=O)c2[nH]c(-c3cccc(OCCN4CCOCC4)c3)nc2n(C)c1=O,Cn1c(=O)c2[nH]c(-c3cccc(OCCN4CCOCC4)c3)nc2n(C)c1=O,5.679999828338623,CHEMBL1014639,Displacement of [3H]DPCPX from human cloned adenosine A1 receptor expressed in CHOK1 cells by scintillation counting,2292161,B,Ki,9,=,Homo sapiens,CHEMBL488367,CHEMBL1137738,,CHO-K1,Direct protein target assigned,,,,False,-1,False,False,,,5.679999828338623,,,ADORA1_Ki_1514,5.679999828338623,False
CHEMBL226,CNC(=O)C1OC(n2cnc3c(Nc4ccc5c(c4)C(C)(C)N([O])C5(C)C)ncnc32)C(O)C1O,CNC(=O)[C@H]1O[C@@H](n2cnc3c(Nc4ccc5c(c4)C(C)(C)N([O])C5(C)C)ncnc32)[C@H](O)[C@@H]1O,6.099999904632568,CHEMBL1117280,Displacement of [125I]ABA from human recombinant adenosine A1 receptor by rapid filtration technique,3299192,B,Ki,9,=,Homo sapiens,CHEMBL1098521,CHEMBL1158581,,,Direct protein target assigned,,,,False,-1,False,False,,,6.099999904632568,,,ADORA1_Ki_1897,6.099999904632568,False
CHEMBL226,CCCn1c(=O)c2nc(C34CCC(C=CC(=O)O)(CC3)CC4)[nH]c2n(CCC)c1=O,CCCn1c(=O)c2nc([C@]34CC[C@](/C=C/C(=O)O)(CC3)CC4)[nH]c2n(CCC)c1=O,8.020000457763672,CHEMBL908372,Displacement of [125I]ABA from human adenosine A1 receptor expressed in CHOK1 cells,1781427,B,Ki,9,=,Homo sapiens,CHEMBL217076,CHEMBL1137359,,CHO-K1,Direct protein target assigned,,,,False,-1,False,False,,,8.020000457763672,,,ADORA1_Ki_0655,8.020000457763672,False
CHEMBL226,CNC(=O)C1[Se]C(n2cnc3c(NCc4cccc(Br)c4)nc(Cl)nc32)C(O)C1O,CNC(=O)[C@H]1[Se][C@@H](n2cnc3c(NCc4cccc(Br)c4)nc(Cl)nc32)[C@H](O)[C@@H]1O,6.809999942779541,CHEMBL4011494,Displacement of [3H]R-PLA from human adenosine A1 receptor expressed in CHO cells after 60 mins by liquid scintillation analyzer,18051334,B,Ki,9,=,Homo sapiens,CHEMBL4102379,CHEMBL4007510,,,Direct protein target assigned,,,,False,-1,False,False,,,6.809999942779541,,,ADORA1_Ki_3079,6.809999942779541,False
CHEMBL226,Nc1nc(N=NNC(=O)Nc2ccccc2Cl)nc2c1ncn2C1OC(CO)C(O)C1O,Nc1nc(/N=N/NC(=O)Nc2ccccc2Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,7.639999866485596,CHEMBL643030,In vitro binding affinity towards human adenosine A1 receptor by [3H]DPCPX displacement.,487694,B,Ki,8,=,Homo sapiens,CHEMBL2113445,CHEMBL1136764,,,Homologous protein target assigned,,,,False,-1,False,False,,,7.639999866485596,,,ADORA1_Ki_0263,7.639999866485596,False
CHEMBL226,Cc1nc(NC(=O)Cc2ccccc2)c2nn(-c3ccccc3)cc2n1,Cc1nc(NC(=O)Cc2ccccc2)c2nn(-c3ccccc3)cc2n1,6.289999961853027,CHEMBL2330946,Displacement of [3H]DPCPX from human A1 adenosine receptor expressed in CHO cells after 120 mins by scintillation counting analysis,12648709,B,Ki,9,=,Homo sapiens,CHEMBL2322925,CHEMBL2321860,,CHO,Direct protein target assigned,,,,False,-1,False,False,,,6.289999961853027,,,ADORA1_Ki_2380,6.289999961853027,False
CHEMBL226,Cc1ccc(-c2nc(N)nc3c2nnn3Cc2cccc(COC3CCOC3)n2)o1,Cc1ccc(-c2nc(N)nc3c2nnn3Cc2cccc(CO[C@H]3CCOC3)n2)o1,6.71999979019165,CHEMBL4701021,Displacement of [3H]DPCPX from human adenosine A1 receptor expressed in CHO-K1 cells incubated for 90 mins by scintillation counting method,22757000,B,Ki,9,=,Homo sapiens,CHEMBL4297184,CHEMBL4699449,,CHO-K1,Direct protein target assigned,,,2.0,False,0,False,False,,,6.71999979019165,,,ADORA1_Ki_3588,6.71999979019165,False
CHEMBL226,CCNC(=O)C1OC(n2cnc3c(Nc4ccc(OCC(=O)Nc5ccc6c(c5)OCO6)cc4)ncnc32)C(O)C1O,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(Nc4ccc(OCC(=O)Nc5ccc6c(c5)OCO6)cc4)ncnc32)[C@H](O)[C@@H]1O,8.079999923706055,CHEMBL904111,Displacement of [3H]CHA from human adenosine A1 receptor expressed in CHO cells,1875869,B,Ki,9,=,Homo sapiens,CHEMBL388194,CHEMBL1142924,,CHO,Direct protein target assigned,,,,False,-1,False,False,,,8.079999923706055,,,ADORA1_Ki_0910,8.079999923706055,False
CHEMBL226,CCCn1c(=O)[nH]c2cc(-c3ccc(OCC(=O)Nc4ccc(Br)cc4)cc3)[nH]c2c1=O,CCCn1c(=O)[nH]c2cc(-c3ccc(OCC(=O)Nc4ccc(Br)cc4)cc3)[nH]c2c1=O,8.760000228881836,CHEMBL1175165,Displacement of [3H]DPCPX from human recombinant adenosine A1 receptor expressed in CHO-A1 cells after 60 mins,3350199,B,Ki,9,=,Homo sapiens,CHEMBL1170167,CHEMBL1177853,,CHO-A1,Direct protein target assigned,,,,False,-1,False,False,,,8.760000228881836,,,ADORA1_Ki_1947,8.760000228881836,False
CHEMBL226,CC(C)CC(=O)Nc1cc(-c2ccccc2)nc(-c2ccccc2)n1,CC(C)CC(=O)Nc1cc(-c2ccccc2)nc(-c2ccccc2)n1,7.829999923706055,CHEMBL918669,Displacement of [3H]DPCPX from human adenosine A1 receptor expressed in CHO cells,1840816,B,Ki,9,=,Homo sapiens,CHEMBL387322,CHEMBL1149279,,CHO,Direct protein target assigned,,,,False,-1,False,False,,,7.829999923706055,,,ADORA1_Ki_0810,7.829999923706055,False
CHEMBL226,Nc1nc2c([N+](=O)[O-])cccc2n2c(=O)n(-c3ccccc3)nc12,Nc1nc2c([N+](=O)[O-])cccc2n2c(=O)n(-c3ccccc3)nc12,6.059999942779541,CHEMBL643495,Binding affinity against human adenosine A1 receptor expressed in CHO cells using [3H]CHA,977965,B,Ki,9,=,Homo sapiens,CHEMBL421420,CHEMBL1148352,,CHO,Direct protein target assigned,,,,False,-1,False,False,,,6.059999942779541,,,ADORA1_Ki_0056,6.059999942779541,False
CHEMBL226,CCCn1c(Br)nc2c(NCCCc3ccccc3)ncnc21,CCCn1c(Br)nc2c(NCCCc3ccccc3)ncnc21,5.570000171661377,CHEMBL3744101,Displacement of [3H]CCPA from human adenosine A1 receptor expressed in CHO cells,16402191,B,Ki,9,=,Homo sapiens,CHEMBL3741012,CHEMBL3739359,,CHO,Direct protein target assigned,,,,False,-1,False,False,,,5.570000171661377,,,ADORA1_Ki_2805,5.570000171661377,False
CHEMBL226,CC(C)(NC(=O)COc1ccc2[nH]c(=O)c(-c3ccccn3)c(CCc3ccccc3)c2c1)c1ccccc1,CC(C)(NC(=O)COc1ccc2[nH]c(=O)c(-c3ccccn3)c(CCc3ccccc3)c2c1)c1ccccc1,5.860000133514404,CHEMBL1292002,Displacement of [3H]DPCPX from human adenosine A1 receptor expressed in CHO-K1 cells after 2 hrs,3594651,B,Ki,9,=,Homo sapiens,CHEMBL1289778,CHEMBL1287765,,CHO-K1,Direct protein target assigned,,,,False,-1,False,False,,,5.860000133514404,,,ADORA1_Ki_2016,5.860000133514404,False
CHEMBL226,Cn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccccc4)cc3)cc2n(C)c1=O,Cn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccccc4)cc3)cc2n(C)c1=O,6.619999885559082,CHEMBL853018,Binding affinity to recombinant human adenosine A1 receptor,1674288,B,Ki,9,=,Homo sapiens,CHEMBL201721,CHEMBL1148617,,,Direct protein target assigned,,,,False,-1,False,False,,,6.619999885559082,,,ADORA1_Ki_0551,6.619999885559082,False
CHEMBL226,CCOC(=O)C1=C(C)Nc2nc3ccccc3n2C1c1cnco1,CCOC(=O)C1=C(C)Nc2nc3ccccc3n2C1c1cnco1,6.630000114440918,CHEMBL4619440,Displacement [3H]DPCPX from human adenosine A1 receptor expressed in CHO cell membranes incubated for 60 mins by scintillation counting method,20665848,B,Ki,9,=,Homo sapiens,CHEMBL4640980,CHEMBL4616721,,CHO,Direct protein target assigned,,,,False,-1,False,False,,,6.630000114440918,,,ADORA1_Ki_3531,6.630000114440918,False
CHEMBL226,CCCn1c(=O)c2[nH]c(-c3cnn(CC4CC(=O)N(c5ccc(C(F)(F)F)cc5)C4)c3)nc2n(CC)c1=O,CCCn1c(=O)c2[nH]c(-c3cnn(CC4CC(=O)N(c5ccc(C(F)(F)F)cc5)C4)c3)nc2n(CC)c1=O,6.170000076293945,CHEMBL3995081,Displacement of [3H]DPCPX from human adenosine receptor A1 expressed in HEK293 cell membranes after 90 mins by liquid scintillation counting method,17965261,B,Ki,9,=,Homo sapiens,CHEMBL4074253,CHEMBL3994582,,HEK293,Direct protein target assigned,,,,False,-1,False,False,,,6.170000076293945,,,ADORA1_Ki_3064,6.170000076293945,False
CHEMBL226,N#Cc1c(N)nc(SCC(=O)OCc2ccccc2)c(C#N)c1-c1ccco1,N#Cc1c(N)nc(SCC(=O)OCc2ccccc2)c(C#N)c1-c1ccco1,7.070000171661377,CHEMBL4407526,Displacement of [3H]DPCPX from human A1AR expressed in CHO cell membranes measured after 90 mins by scintillation counting method,19274597,B,Ki,9,=,Homo sapiens,CHEMBL1384456,CHEMBL4406810,,CHO,Direct protein target assigned,,,,False,-1,False,False,,,7.070000171661377,,,ADORA1_Ki_3487,7.070000171661377,False
CHEMBL226,CC1(C)CC(CNc2ncnc3c2ncn3C2OC(CO)C(O)C2O)C(C)(C)N1[O],CC1(C)CC(CNc2ncnc3c2ncn3[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(C)(C)N1[O],7.300000190734863,CHEMBL940793,Binding affinity to adenosine A1 receptor,2041482,B,Ki,8,=,Homo sapiens,CHEMBL399774,CHEMBL1139782,,,Homologous protein target assigned,,,,False,-1,False,False,,,7.300000190734863,,,ADORA1_Ki_1017,7.300000190734863,False
CHEMBL226,COc1ccc(-c2cccc(-c3nc(N)nc(SC)n3)c2)cn1,COc1ccc(-c2cccc(-c3nc(N)nc(SC)n3)c2)cn1,6.079999923706055,CHEMBL913647,Displacement of [3H]DPCPX from recombinant adenosine A1 receptor,1809623,B,Ki,9,=,Homo sapiens,CHEMBL426530,CHEMBL1139731,,,Direct protein target assigned,,,,False,-1,False,False,,,6.079999923706055,,,ADORA1_Ki_0705,6.079999923706055,False
CHEMBL226,Nc1nc(-c2ccc(OCC(O)CN3CCOCC3)cc2)cn2c(=O)n(-c3ccccc3)nc12,Nc1nc(-c2ccc(OCC(O)CN3CCOCC3)cc2)cn2c(=O)n(-c3ccccc3)nc12,6.239999771118164,CHEMBL4629158,Displacement of [3H]-CCPA from human A1 receptor expressed in CHO cells,20711274,B,Ki,9,=,Homo sapiens,CHEMBL4637897,CHEMBL4627356,,CHO,Direct protein target assigned,,,,False,-1,False,False,,,6.239999771118164,,,ADORA1_Ki_3553,6.239999771118164,False
CHEMBL226,COc1ccc(-c2nnc3nc4ccccc4n3c2O)cc1OC,COc1ccc(-c2nnc3nc4ccccc4n3c2O)cc1OC,5.699999809265137,CHEMBL920042,Displacement of [3H]DPCPX from human adenosine A1 receptor expressed in CHO cells,1844763,B,Ki,8,=,Homo sapiens,CHEMBL273657,CHEMBL1139469,,CHO,Homologous protein target assigned,,,,False,-1,False,False,,,5.699999809265137,,,ADORA1_Ki_0818,5.699999809265137,False
CHEMBL226,Nc1nc(C(=O)NCc2ccncc2)nc(-c2ccco2)n1,Nc1nc(C(=O)NCc2ccncc2)nc(-c2ccco2)n1,6.230000019073486,CHEMBL1073400,Displacement of radioligand from human adenosine A1 receptor expressed in cells by topcount microplate scintillation counting,3061073,B,Ki,9,=,Homo sapiens,CHEMBL595844,CHEMBL1152564,,,Direct protein target assigned,,,,False,-1,False,False,,,6.230000019073486,,,ADORA1_Ki_1783,6.230000019073486,False
CHEMBL226,COc1ccc(Cl)cc1CNc1ncnc2c1ncn2C1OC(CO)C(O)C1O,COc1ccc(Cl)cc1CNc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,8.039999961853027,CHEMBL829615,Inhibition of [3H]R-PIA binding to human Adenosine A1 receptor expressed in CHO cells,1518360,B,Ki,9,=,Homo sapiens,CHEMBL191809,CHEMBL1142719,,CHO,Direct protein target assigned,,,,False,-1,False,False,,,8.039999961853027,,,ADORA1_Ki_0393,8.039999961853027,False
CHEMBL226,CCOc1cccc2cc(C(=O)NCc3ccccn3)c(=N)oc12,CCOc1cccc2cc(C(=O)NCc3ccccn3)c(=N)oc12,6.400000095367432,CHEMBL2351534,Displacement of [3H]DPCPX from human recombinant A1 adenosine receptor transfected in CHO cells after 60 mins by liquid scintillation counting analysis,12720624,B,Ki,9,=,Homo sapiens,CHEMBL2347374,CHEMBL2346579,,CHO,Direct protein target assigned,,,,False,-1,False,False,,,6.400000095367432,,,ADORA1_Ki_2384,6.400000095367432,False
CHEMBL226,Cc1ccc(C(=O)Nc2nc(Cl)c3cn(CC(C)(C)C)nc3n2)cc1,Cc1ccc(C(=O)Nc2nc(Cl)c3cn(CC(C)(C)C)nc3n2)cc1,4.960000038146973,CHEMBL3119410,Displacement of [3H]-CCPA from human adenosine A1 receptor expressed in CHO cells after 3 hrs by topcount scintillation counting analysis,13912449,B,Ki,9,=,Homo sapiens,CHEMBL3114154,CHEMBL3112554,,CHO,Direct protein target assigned,,,,False,-1,False,False,,,4.960000038146973,,,ADORA1_Ki_2465,4.960000038146973,False
CHEMBL226,CCOC(=O)c1ccc(CCCn2ncc3c2nc(N)n2nc(-c4ccco4)nc32)cc1,CCOC(=O)c1ccc(CCCn2ncc3c2nc(N)n2nc(-c4ccco4)nc32)cc1,5.349999904632568,CHEMBL644322,Displacement of specific [3H]DPCPX binding at human Adenosine A1 receptor expressed in CHO cells.,1282689,B,Ki,8,=,Homo sapiens,CHEMBL442338,CHEMBL1135389,,CHO,Homologous protein target assigned,,,,False,-1,False,False,,,5.349999904632568,,,ADORA1_Ki_0170,5.349999904632568,False
CHEMBL226,CCc1nc(-c2cccc(C)n2)c2sccc2n1,CCc1nc(-c2cccc(C)n2)c2sccc2n1,5.889999866485596,CHEMBL933568,Binding affinity at human adenosine A1 receptor,2165829,B,Ki,9,=,Homo sapiens,CHEMBL408624,CHEMBL1145612,,,Direct protein target assigned,,,,False,-1,False,False,,,5.889999866485596,,,ADORA1_Ki_1270,5.889999866485596,False
CHEMBL226,COc1cc(Nc2nc(CNCc3ccccc3)cc3c(-c4ccccc4)n[nH]c23)cc(OC)c1OC,COc1cc(Nc2nc(CNCc3ccccc3)cc3c(-c4ccccc4)n[nH]c23)cc(OC)c1OC,6.690000057220459,CHEMBL5112000,Binding affinity to wild type A1R (unknown origin) expressed in CHO-K1 cells assessed as equilibrium binding affinity constant by nanoBRET assay,24717954,B,Ki,9,=,Homo sapiens,CHEMBL5185003,CHEMBL5108055,,CHO-K1,Direct protein target assigned,,,,False,-1,False,False,,,6.690000057220459,,,ADORA1_Ki_3792,6.690000057220459,False
CHEMBL226,Cc1cc(C)nc(CNC(=O)c2cc(-c3ccc(C)o3)nc(N)n2)c1,Cc1cc(C)nc(CNC(=O)c2cc(-c3ccc(C)o3)nc(N)n2)c1,7.239999771118164,CHEMBL1073400,Displacement of radioligand from human adenosine A1 receptor expressed in cells by topcount microplate scintillation counting,3060008,B,Ki,9,=,Homo sapiens,CHEMBL609308,CHEMBL1152564,,,Direct protein target assigned,,,,False,-1,False,False,,,7.239999771118164,,,ADORA1_Ki_1743,7.239999771118164,False
CHEMBL226,CCn1cnc2c(N)ncnc21,CCn1cnc2c(N)ncnc21,5.130000114440918,CHEMBL955115,Displacement of [3H]CCPA from human adenosine A1 receptor expressed in CHO cells,2280381,B,Ki,9,=,Homo sapiens,CHEMBL304009,CHEMBL1153377,,CHO,Direct protein target assigned,,,,False,-1,False,False,,,5.130000114440918,,,ADORA1_Ki_1600,5.130000114440918,False
CHEMBL226,Nc1nc(-c2ccc(Cl)o2)nc2sc(CN3CC=CC3)cc12,Nc1nc(-c2ccc(Cl)o2)nc2sc(CN3CC=CC3)cc12,6.110000133514404,CHEMBL3223904,Antagonist activity at human adenosine A1 receptor expressed in CHO-K1 cells preincubated for 15 mins before r-PIA addition measured after 5.5 to 6 hrs by beta-galactosidase reporter gene assay,14552604,B,Ki,9,=,Homo sapiens,CHEMBL3222085,CHEMBL3217453,,CHO-K1,Direct protein target assigned,,,,False,-1,False,False,,,6.110000133514404,,,ADORA1_Ki_2514,6.110000133514404,False
