target_chembl_id,smiles,original_smiles,pchembl_value,assay_chembl_id,assay_description,activity_id,assay_type,standard_type,confidence_score,standard_relation,target_organism,molecule_chembl_id,document_chembl_id,assay_tissue,assay_cell_type,relationship_description,variant_sequence,indication_class,max_phase,oral,prodrug,withdrawn_flag,might_rancemic,pchembl_value_mean,pchembl_value_std,pchembl_value_median,pchembl_value_mad,pchembl_value_counts,QSPRID,pchembl_value_median_original,Split_IsTrain
CHEMBL1994,CC(NC(=O)C1(Cc2ccccc2)OC(=O)N(C(C)c2ccccc2)C1=O)c1cccc(Cl)c1,C[C@H](NC(=O)[C@@]1(Cc2ccccc2)OC(=O)N([C@H](C)c2ccccc2)C1=O)c1cccc(Cl)c1;C[C@H](c1ccccc1)N1C(=O)O[C@](Cc2ccccc2)(C(=O)N[C@H](C)c2cccc(Cl)c2)C1=O,5.580;6.400,CHEMBL2411354;CHEMBL2411354,Antagonist activity at human mineralocorticoid receptor assessed as inhibition of binding to coactivator peptide by NH Pro assay;Antagonist activity at human mineralocorticoid receptor assessed as inhibition of binding to coactivator peptide by NH Pro assay,13393545;13393546,B;B,IC50;IC50,9;9,=;=,Homo sapiens;Homo sapiens,CHEMBL2407672;CHEMBL2407671,CHEMBL2407028;CHEMBL2407028,None;None,None;None,Direct protein target assigned;Direct protein target assigned,None;None,None;None,None;None,False;False,-1;-1,False;False,True,5.99,0.4100000000000001,5.99,0.4100000000000001,2.0,NR3C2_IC50Ki_869,5.99,True
CHEMBL1994,COc1cc(CNC(=O)C2(Cc3ccccc3)OC(=O)N(C3CCc4ccccc43)C2=O)cc(OC)c1,COc1cc(CNC(=O)[C@@]2(Cc3ccccc3)OC(=O)N([C@@H]3CCc4ccccc43)C2=O)cc(OC)c1,7.480000019073486,CHEMBL2411354,Antagonist activity at human mineralocorticoid receptor assessed as inhibition of binding to coactivator peptide by NH Pro assay,13393495,B,IC50,9,=,Homo sapiens,CHEMBL2407647,CHEMBL2407028,,,Direct protein target assigned,,,,False,-1,False,False,,,7.480000019073486,,,NR3C2_IC50Ki_332,7.480000019073486,True
CHEMBL1994,Cc1cc(F)ccc1-n1nc(C(F)(F)F)cc1-c1cc(F)c2c(c1)NC(=O)CO2,Cc1cc(F)ccc1-n1nc(C(F)(F)F)cc1-c1cc(F)c2c(c1)NC(=O)CO2;Cc1cc(F)ccc1-n1nc(C(F)(F)F)cc1-c1cc(F)c2c(c1)NC(=O)CO2,7.120;7.070,CHEMBL1929756;CHEMBL1929764,Displacement of [3H]aldosterone from cytosolic human MR expressed in HEK293 cells after 16 hrs by scintillation counting;Antagonist activity at human MR transfected in human COS1 cells after 1 day by luciferase reporter gene assay,7970148;7970229,B;F,IC50;IC50,9;9,=;=,Homo sapiens;Homo sapiens,CHEMBL1929040;CHEMBL1929040,CHEMBL1926625;CHEMBL1926625,None;None,HEK293;COS-1,Direct protein target assigned;Direct protein target assigned,None;None,None;None,None;None,False;False,-1;-1,False;False,True,7.095000000000001,0.0249999999999999,7.095000000000001,0.0249999999999999,2.0,NR3C2_IC50Ki_843,7.095000000000001,True
CHEMBL1994,O=C1COc2ccc(-c3cc(C(F)(F)C(F)(F)F)nn3-c3ccc(F)cc3)cc2N1,O=C1COc2ccc(-c3cc(C(F)(F)C(F)(F)F)nn3-c3ccc(F)cc3)cc2N1,6.239999771118164,CHEMBL1929756,Displacement of [3H]aldosterone from cytosolic human MR expressed in HEK293 cells after 16 hrs by scintillation counting,7969245,B,IC50,9,=,Homo sapiens,CHEMBL1928885,CHEMBL1926625,,HEK293,Direct protein target assigned,,,,False,-1,False,False,,,6.239999771118164,,,NR3C2_IC50Ki_314,6.239999771118164,True
CHEMBL1994,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)(C)C)C1c1ccccc1OC,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)(C)C)C1c1ccccc1OC,6.260000228881836,CHEMBL1219573,Antagonist activity at mineralocorticoid receptor LBD expressed in human HUH7 cells coexpressing GAL4 by luciferase reporter gene assay,3403396,F,IC50,8,=,Homo sapiens,CHEMBL1215049,CHEMBL1212896,,Huh-7,Homologous protein target assigned,,,,False,-1,False,False,,,6.260000228881836,,,NR3C2_IC50Ki_168,6.260000228881836,True
CHEMBL1994,CC(c1ccccc1)N1C(=O)OC(Cc2ccccc2)(C(=O)N2CCc3ccccc3C2)C1=O,C[C@H](c1ccccc1)N1C(=O)O[C@](Cc2ccccc2)(C(=O)N2CCc3ccccc3C2)C1=O,6.46999979019165,CHEMBL2411354,Antagonist activity at human mineralocorticoid receptor assessed as inhibition of binding to coactivator peptide by NH Pro assay,13393483,B,IC50,9,=,Homo sapiens,CHEMBL2407659,CHEMBL2407028,,,Direct protein target assigned,,,,False,-1,False,False,,,6.46999979019165,,,NR3C2_IC50Ki_327,6.46999979019165,True
CHEMBL1994,COC(=O)C1=C(CCl)NC(C)=C(C#N)C1c1ccnc2ccccc12,COC(=O)C1=C(CCl)NC(C)=C(C#N)[C@H]1c1ccnc2ccccc12;COC(=O)C1=C(CCl)NC(C)=C(C#N)[C@@H]1c1ccnc2ccccc12,6.470;5.550,CHEMBL1120985;CHEMBL1120985,Antagonist activity at Gal4-fused mineralocorticoid receptor expressed in human HuH7 cells assessed as inhibition of aldosterone-induced receptor activation by luciferase reporter gene assay;Antagonist activity at Gal4-fused mineralocorticoid receptor expressed in human HuH7 cells assessed as inhibition of aldosterone-induced receptor activation by luciferase reporter gene assay,3285845;3285855,F;F,IC50;IC50,8;8,=;=,Homo sapiens;Homo sapiens,CHEMBL1094798;CHEMBL1096306,CHEMBL1157753;CHEMBL1157753,None;None,Huh-7;Huh-7,Homologous protein target assigned;Homologous protein target assigned,None;None,None;None,None;None,False;False,-1;-1,False;False,True,6.01,0.4599999999999999,6.01,0.4599999999999999,2.0,NR3C2_IC50Ki_768,6.01,True
CHEMBL1994,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3C(N=[N+]=[N-])CC12C,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](N=[N+]=[N-])C[C@]12C,5.460000038146973,CHEMBL2446788,Antagonist activity at human recombinant mineralocorticoid receptor expressed in HEK-293 cells after 24 hrs assessed as inhibition of aldosterone-induced receptor activity by luciferase reporter gene assay,13504969,B,IC50,9,=,Homo sapiens,CHEMBL2440895,CHEMBL2440032,,HEK293,Direct protein target assigned,,,,False,-1,False,False,,,5.460000038146973,,,NR3C2_IC50Ki_390,5.460000038146973,True
CHEMBL1994,CCC(CC)(c1ccc(Cl)cc1)n1ncc2c(NS(C)(=O)=O)cccc21,CCC(CC)(c1ccc(Cl)cc1)n1ncc2c(NS(C)(=O)=O)cccc21,6.940000057220459,CHEMBL4342250,Antagonist activity at mineralocorticoid receptor (unknown origin),18995771,B,IC50,9,=,Homo sapiens,CHEMBL4435726,CHEMBL4340566,,,Direct protein target assigned,,,,False,-1,False,False,,,6.940000057220459,,,NR3C2_IC50Ki_657,6.940000057220459,True
CHEMBL1994,CC(C)CC(NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CO)NC(=O)C1CCCN1C(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(C)N)C(=O)NC(C)C(=O)N1CCCC1C(=O)NC(C)C(=O)O,CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)N)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(=O)O,6.050000190734863,CHEMBL4008045,Binding affinity to N-terminal 6His-GST-tagged human MR LBD (727 to 984 residues) harboring C808S mutation expressed in Escherichia coli BL21DE3/corticosterone complex by AlphaScreen assay,18033426,B,IC50,9,=,Homo sapiens,CHEMBL4077949,CHEMBL4007392,,,Direct protein target assigned,C808S,,,False,-1,False,False,,,6.050000190734863,,,NR3C2_IC50Ki_644,6.050000190734863,True
CHEMBL1994,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4=C3C(c3ccc(N(C)CCNC(=O)N(C)C4CCC5(C)C(CC(O)C6C5CC(O)C5(C)C(C(C)CCC(=O)O)CCC65)C4)cc3)CC21C,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)CCNC(=O)N(C)C4CC[C@@]5(C)[C@@H](C4)C[C@@H](O)[C@@H]4[C@@H]5C[C@H](O)[C@]5(C)[C@@H]([C@H](C)CCC(=O)O)CC[C@@H]45)cc3)C[C@@]21C,6.070000171661377,CHEMBL839923,Inhibition of human Mineralocorticoid receptor,1463373,B,Ki,9,=,Homo sapiens,CHEMBL384975,CHEMBL1138676,,,Direct protein target assigned,,,,False,-1,False,False,,,6.070000171661377,,,NR3C2_IC50Ki_063,6.070000171661377,True
CHEMBL1994,NC(=O)Nc1cc(-c2ccnn2-c2ccccc2F)ccn1,NC(=O)Nc1cc(-c2ccnn2-c2ccccc2F)ccn1,6.519999980926514,CHEMBL3705363,"Competitive Molecular Binding Assay: The MR competitive binding assay is based on the binding and displacement of a TAMRA-labeled Dexamethasone probe with fluorescence polarization (FP) detection. The assay is performed in 384-well, low volume NBS black plates (Corning #3676) in assay buffer consisting of 10 mM TES, pH 7.4, 50 mM KCl, 20 mM Sodium molybdate, 1.5 mM EDTA, 0.04% CHAPS, 10% Glycerol and 1 mM DTT. Full Length human mineralocorticoid receptor (hMR) present in a baculovirus infected insect cell lysate is diluted 2 fold in assay buffer and 10 μL of this dilution is added to the assay plate. Blank wells receive 10 μL of the diluted MR lysate containing 3 μM Dexamethasone. 2 μL diluted test compound is transferred to the assay plate for a final starting top concentration of 10 μM in 1% DMSO. The reaction is started by adding 3 μL of 25 nM probe in assay buffer for a final assay concentration of 5 nM.",17633064,B,IC50,9,=,Homo sapiens,CHEMBL3643664,CHEMBL3638806,,,Direct protein target assigned,,,,False,-1,False,False,,,6.519999980926514,,,NR3C2_IC50Ki_569,6.519999980926514,True
CHEMBL1994,COc1ccc(F)cc1C(C)(C)CC(O)(Cc1c(Cl)cccc1Cl)C(F)(F)F,COc1ccc(F)cc1C(C)(C)CC(O)(Cc1c(Cl)cccc1Cl)C(F)(F)F,5.960000038146973,CHEMBL899207,Displacement of TAMRA labeled mifepristone at human mineralocorticoid receptor in insect cell,1981499,B,IC50,9,=,Homo sapiens,CHEMBL235688,CHEMBL1149697,,,Direct protein target assigned,,,,False,-1,False,False,,,5.960000038146973,,,NR3C2_IC50Ki_136,5.960000038146973,True
CHEMBL1994,CC(c1ccccc1)N1C(=O)OC(Cc2ccccc2)(C(=O)NCc2cccc3cnccc23)C1=O,C[C@H](c1ccccc1)N1C(=O)O[C@](Cc2ccccc2)(C(=O)NCc2cccc3cnccc23)C1=O,5.519999980926514,CHEMBL2411354,Antagonist activity at human mineralocorticoid receptor assessed as inhibition of binding to coactivator peptide by NH Pro assay,13393518,B,IC50,9,=,Homo sapiens,CHEMBL2407864,CHEMBL2407028,,,Direct protein target assigned,,,,False,-1,False,False,,,5.519999980926514,,,NR3C2_IC50Ki_346,5.519999980926514,True
CHEMBL1994,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4=C3C(c3ccc(N(C)CCCOC4CCC5(C)C(C4)CC(O)C4C5CC(O)C5(C)C(C(C)CCC(=O)O)CCC45)cc3)CC21C,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)CCCOC4CC[C@@]5(C)[C@@H](C4)C[C@@H](O)[C@@H]4[C@@H]5C[C@H](O)[C@]5(C)[C@@H]([C@H](C)CCC(=O)O)CC[C@@H]45)cc3)C[C@@]21C,7.099999904632568,CHEMBL839923,Inhibition of human Mineralocorticoid receptor,1463500,B,Ki,9,=,Homo sapiens,CHEMBL415621,CHEMBL1138676,,,Direct protein target assigned,,,,False,-1,False,False,,,7.099999904632568,,,NR3C2_IC50Ki_065,7.099999904632568,True
CHEMBL1994,COc1ccc(F)cc1C(C)(C)CC(O)(Cc1cc2ccc(C(F)(F)F)cc2[nH]1)C(F)(F)F,COc1ccc(F)cc1C(C)(C)CC(O)(Cc1cc2ccc(C(F)(F)F)cc2[nH]1)C(F)(F)F,6.039999961853027,CHEMBL1913332,Displacement of tetramethylrhodamine-labeled Dexamethasone from human recombinant mineralocorticoid receptor expressed in baculovirus infected insect cells by fluorescence polarization assay,7851768,B,IC50,9,=,Homo sapiens,CHEMBL1911653,CHEMBL1909618,,,Direct protein target assigned,,,,False,-1,False,False,,,6.039999961853027,,,NR3C2_IC50Ki_292,6.039999961853027,True
CHEMBL1994,COc1ccc(F)cc1C(C)(C)CC(O)(Cc1cc2ccncc2[nH]1)C(C)C,COc1ccc(F)cc1C(C)(C)CC(O)(Cc1cc2ccncc2[nH]1)C(C)C,6.0,CHEMBL3241425,Displacement of TAMRA-labeled dexamethasone from mineralocorticoid receptor (unknown origin) by fluorescence polarization assay,14566749,B,IC50,9,=,Homo sapiens,CHEMBL3233271,CHEMBL3232739,,,Direct protein target assigned,,,,False,-1,False,False,,,6.0,,,NR3C2_IC50Ki_481,6.0,True
CHEMBL1994,COC(=O)C1CC2=CC(=O)CCC2(C)C23OC2CC2(C)C(CCC24CCC(=O)O4)C13,COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)[C@H]13;COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)[C@H]13;COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)[C@H]13;COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)[C@H]13;COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)[C@H]13;COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)[C@H]13;COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)[C@H]13;COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)[C@H]13;COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)[C@H]13;COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)[C@H]13;COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)[C@H]13;COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)[C@H]13,6.870;6.910;5.580;5.890;6.620;6.610;6.900;6.100;6.400;7.200;6.650;6.750,CHEMBL1120985;CHEMBL1219573;CHEMBL1929756;CHEMBL1929764;CHEMBL2411354;CHEMBL3241715;CHEMBL4423290;CHEMBL4423293;CHEMBL4423298;CHEMBL4423302;CHEMBL5136122;CHEMBL5136136,Antagonist activity at Gal4-fused mineralocorticoid receptor expressed in human HuH7 cells assessed as inhibition of aldosterone-induced receptor activation by luciferase reporter gene assay;Antagonist activity at mineralocorticoid receptor LBD expressed in human HUH7 cells coexpressing GAL4 by luciferase reporter gene assay;Displacement of [3H]aldosterone from cytosolic human MR expressed in HEK293 cells after 16 hrs by scintillation counting;Antagonist activity at human MR transfected in human COS1 cells after 1 day by luciferase reporter gene assay;Antagonist activity at human mineralocorticoid receptor assessed as inhibition of binding to coactivator peptide by NH Pro assay;Antagonist activity at mineralocorticoid receptor (unknown origin) by PathHunter assay;Displacement of [3H]-aldosterone to human mineralocorticoid receptor LBD by radiometric binding assay;Antagonist activity at gal4-fused human mineralocorticoid receptor LBD expressed in UAS-MR-bla HEK293 cells by luciferase reporter gene assay;Antagonist activity at full length human mineralocorticoid receptor expressed in human U2OS cells by luciferase reporter gene assay;Modulation activity at human mineralocorticoid receptor in human EA.hy926 cells assessed as blocking of nuclear translocation of mineralocorticoid receptor in presence of aldosterone by receptor translocation assay;Displacement of [3H]-aldosterone from recombinant human mineralocorticoid receptor expressed in baculovirus infected insect cells incubated overnight by liquid scintillation counting analysis;Antagonist activity at human wild-type mineralocorticoid receptor expressed in CHO-K1 cells assessed as inhibition of aldosterone-induced transcriptional activity incubated for 24 hrs in presence of 1 nM aldosterone by Steady-Glo reagent based reporter gene assay,3285844;3403390;7970152;7970233;13393480;14566206;19363324;19363453;19363542;19363569;24808038;24808081,F;F;B;F;B;B;B;B;B;B;B;B,IC50;IC50;IC50;IC50;IC50;IC50;Ki;IC50;IC50;IC50;IC50;IC50,8;8;9;9;9;9;9;9;9;9;9;9,=;=;=;=;=;=;=;=;=;=;=;=,Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens;Homo sapiens,CHEMBL1095097;CHEMBL1095097;CHEMBL1095097;CHEMBL1095097;CHEMBL1095097;CHEMBL1095097;CHEMBL1095097;CHEMBL1095097;CHEMBL1095097;CHEMBL1095097;CHEMBL1095097;CHEMBL1095097,CHEMBL1157753;CHEMBL1212896;CHEMBL1926625;CHEMBL1926625;CHEMBL2407028;CHEMBL3232811;CHEMBL4422622;CHEMBL4422622;CHEMBL4422622;CHEMBL4422622;CHEMBL5131538;CHEMBL5131538,None;None;None;None;None;None;None;None;None;None;None;None,Huh-7;Huh-7;HEK293;COS-1;None;None;None;None;U2OS;None;None;CHO-K1,Homologous protein target assigned;Homologous protein target assigned;Direct protein target assigned;Direct protein target assigned;Direct protein target assigned;Direct protein target assigned;Direct protein target assigned;Direct protein target assigned;Direct protein target assigned;Direct protein target assigned;Direct protein target assigned;Direct protein target assigned,None;None;None;None;None;None;None;None;None;None;None;None,Antihypertensive; Aldosterone Antagonist;Antihypertensive; Aldosterone Antagonist;Antihypertensive; Aldosterone Antagonist;Antihypertensive; Aldosterone Antagonist;Antihypertensive; Aldosterone Antagonist;Antihypertensive; Aldosterone Antagonist;Antihypertensive; Aldosterone Antagonist;Antihypertensive; Aldosterone Antagonist;Antihypertensive; Aldosterone Antagonist;Antihypertensive; Aldosterone Antagonist;Antihypertensive; Aldosterone Antagonist;Antihypertensive; Aldosterone Antagonist,4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0,True;True;True;True;True;True;True;True;True;True;True;True,0;0;0;0;0;0;0;0;0;0;0;0,False;False;False;False;False;False;False;False;False;False;False;False,True,6.54,0.4505367169647036,6.635,0.2500000000000004,12.0,NR3C2_IC50Ki_710,6.635,True
